id,video_id,classificacao_desc,classificacao_score,created_date,observacoes_ia,nivel_tecnico,intencao_principal,intencao_secundaria,linguagem
444a98ac-8bab-48b5-88c3-ef259893a8d2,EoTI0ELfNb0,superficial,0.95,2025-06-21 17:13:41.778757+00,"Conteúdo curto e humorístico com pouca profundidade técnica, foco em entretenimento e memes envolvendo IA.",0.1,entretenimento,nenhuma,neutra
44a59565-3b78-4730-b85c-e4985d82bc26,Gp99eWBvLHE,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo aborda salários e cargos em IA generativa de forma geral, sem aprofundar técnica ou detalhes complexos.",0.3,informativo,educacional,neutra
44c57527-c527-4e1f-bf0d-4ef238078a6a,7GMgPRNeCvg,híbrido,0.90,2025-06-21 19:57:31.905027+00,"Vídeo mescla análise técnica de IA com temas sensacionalistas e especulativos sobre riscos e impactos sociopolíticos, gerando abordagem híbrida.",0.7,informativo,alerta/risco,neutra
44f092b4-c901-4982-9e86-329686003f91,S6mLZocOf_A,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título e descrição apelativos, sem detalhes técnicos, foco em atrair cliques sobre gastos em machine learning.",0.1,informativo,comercial,sensacionalista
45138b90-60bb-4176-b20b-8a2dad88e262,cO7Z0EXkOH4,superficial,0.85,2025-06-21 17:23:10.644609+00,"Vídeo curto com alta viralização, visualiza IA em função criativa, sem detalhamento técnico evidente.",0.1,entretenimento,nenhuma,sensacionalista
45205ea6-7931-41f8-a131-f9649f710a19,otbgMtZNwLY,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo curto e promocional que apresenta solução AI sem aprofundar tecnicamente, focado em divulgação de produto LG.",0.2,comercial,informativo,neutra
45492e71-e5cb-4a7b-82ca-8589ac07876a,9FuNtfsnRNo,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Explica detalhadamente construção de agentes IA sem código, com demonstrações e oferta comercial, combinando técnica e divulgação.",0.75,educacional,comercial,neutra
454e95ce-9867-4822-a644-bc161838bfbe,KC-U7-E-5Cw,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título e descrição exageram fatos para atrair cliques, conteúdo é raso e sensacionalista com foco em gerar curiosidade.",0.3,entretenimento,informativo,sensacionalista
4550c14c-9ff7-4ab4-8e6e-c3ef67e0717c,XvM20KSFYo0,híbrido,0.90,2025-06-21 18:10:32.310408+00,"Vídeo mistura análise técnica moderada com opinião e conteúdo comercial, focando efeitos e futuro da IA com abordagem equilibrada e informativa.",0.65,opinativo,comercial,neutra
45e064c5-e3fe-4af7-834e-b739f254af93,e2UJOi0gFE8,superficial,0.85,2025-06-21 19:57:31.905027+00,"Vídeo breve e geral sobre futuro da IA, com tom motivacional e linguagem sensacionalista, sem aprofundamento técnico relevante.",0.3,informativo,motivacional,sensacionalista
4605893b-2093-4f83-afb5-d0e96e5c6c49,j79AZDt-EPQ,clickbait,0.95,2025-06-21 17:23:10.644609+00,"Título e descrição focam em atrair audiência com promessas fáceis, conteúdo técnico é mínimo e linguagem apelativa.",0.1,comercial,motivacional,sensacionalista
461c1b28-a5f3-4789-aab0-36fbe697fae7,Mlvg3SJJ2KY,híbrido,0.88,2025-06-21 18:19:28.649148+00,"Vídeo combina tutorial técnico com linguagem acessível e sensacional para engajar, mostrando uso prático de AI e gerando interesse visual.",0.65,educacional,entretenimento,neutra
46686cce-2954-464f-99d6-748385b1893f,KU-1RsyYG2I,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo curto, animado e feito com IA, foco em entretenimento sem profundidade técnica ou informativa relevante.",0.1,entretenimento,nenhuma,neutra
466ba7a5-d5c6-45df-98a6-9ef07b08880b,3FRk28D8kxk,clickbait,0.95,2025-06-21 18:22:15.001132+00,"Título sensacionalista e curta duração indicam conteúdo para atrair cliques, pouca profundidade técnica e foco em promoção.",0.1,entretenimento,comercial,sensacionalista
46fb6a79-55c7-4735-bf25-90de8f272386,6b9jPauRd3A,clickbait,0.85,2025-06-21 17:13:41.778757+00,"Título e descrição apelativos com teorias alarmistas e pouco conteúdo técnico, foco em atrair visualizações pelo medo e curiosidade.",0.3,alerta/risco,entretenimento,sensacionalista
47455af7-6742-409f-82d5-d78ea95b0293,VmWRwGO31H0,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Vídeo mistura análise geopolítica e técnica com oferta comercial, linguagem equilibrada e foco informativo sobre IA e contexto global.",0.65,informativo,comercial,neutra
474c98d4-8f48-4b8d-8fab-f7fea15fcb66,vIJRDTWddoY,híbrido,0.90,2025-06-21 18:10:32.310408+00,Título sensacionalista com conteúdo técnico misturado e forte apelo comercial em descrições e links para vendas.,0.65,informativo,comercial,sensacionalista
4750cc60-6756-463c-94d3-29bd4b200089,NyAGJOPxER4,superficial,0.85,2025-06-21 17:13:41.778757+00,"Título sugere abordagem geral do impacto da IA no cotidiano, sem foco técnico aprofundado, conteúdo de fácil compreensão para público amplo.",0.3,informativo,entretenimento,neutra
47af07be-0d74-485a-9cf9-d8568ed960ad,trWCd42yDOs,superficial,0.95,2025-06-21 18:19:28.649148+00,"Vídeo curto de humor com tema de inteligência artificial, sem aprofundamento técnico ou conteúdo elaborado.",0.1,entretenimento,nenhuma,neutra
484b83ef-bae2-44d5-b367-3dae59eb2936,dNVZP1iaGQI,conteúdo técnico,0.90,2025-06-21 17:13:41.778757+00,"Discussão profunda sobre ética em IA, com argumentos racionais e relevantes em ambiente acadêmico e tecnológico.",0.8,educacional,informativo,neutra
49242cbd-507f-4c13-9b0b-ceb55d73a7ab,b5sG4Ji3NiI,conteúdo técnico,0.90,2025-06-21 17:23:10.644609+00,"Análise detalhada de modelos de IA, aprofundando características e impactos no setor, com linguagem técnica e objetiva.",0.85,informativo,educacional,neutra
4a305e34-c4ea-4b4b-92dd-682ff541e712,Cwrt_kbU64E,superficial,0.95,2025-06-21 18:10:32.310408+00,"Vídeo curto e viral, com apelo visual e pouco conteúdo técnico, focado apenas em entretenimento e hype da IA.",0.1,entretenimento,nenhuma,sensacionalista
4a438a0b-dd65-4baa-80dc-c140bcdfe653,LDyizHZL6w4,híbrido,0.90,2025-06-21 18:19:28.649148+00,"Vídeo combina alerta sobre riscos da IA com informações técnicas e opiniões, usando tom alarmista e fontes renomadas.",0.7,alerta/risco,informativo,alarmista
4a515dde-6df0-4232-8643-f3a51390750a,dk-w3NvyTCg,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo apresenta aplicações práticas de IA com pouca técnica, focado em recomendações úteis e links comerciais.",0.25,informativo,comercial,neutra
4a875aaa-2b6f-4081-b0f0-50f54e2fc444,6-UJRtOjdOE,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo apresenta cursos para carreira em IA, foco em orientação geral, pouco detalhamento técnico, com aspecto promocional de cursos.",0.3,educacional,comercial,neutra
4a999a40-55d6-4131-a070-601b4bd74c6c,fa8k8IQ1_X0,híbrido,0.92,2025-06-21 17:13:41.778757+00,"Vídeo explora IA com profundidade média, mesclando explicações educativas e publicidade sutil, tom neutro e abordagem acessível.",0.65,educacional,comercial,neutra
4af040e7-c65f-47a8-8295-680d23d45b65,NFnR6PTpkY4,híbrido,0.90,2025-06-21 17:13:41.778757+00,"Explica claramente estágios técnicos e sociais da IA, aliado a ofertas comerciais. Conteúdo informativo com forte apelo educacional e promocional.",0.75,educacional,comercial,neutra
4c0b002e-35ae-430b-8f42-796a7c1c4d1f,g-OLRLfmo0M,superficial,0.70,2025-06-21 16:54:07.829199+00,"Vídeo sobre tutorial de troca de rostos com IA, focado em entretenimento e edição de fotos.",0.3,entretenimento,nenhuma,neutra
4c4ce651-404e-4c29-951b-22dc51f4052b,_xIwjmCH6D4,conteúdo técnico,0.95,2025-06-21 17:23:10.644609+00,"Vídeo detalha passos para aprender ML com referências técnicas e organizadas, focando em conteúdo claramente educacional e informativo.",0.85,educacional,informativo,neutra
4c73c62f-fa15-4037-8a4e-41c694d8ce8f,r-BhWxHjJuo,superficial,0.95,2025-06-21 19:57:31.905027+00,"Vídeo musical focado em entretenimento, sem conteúdo técnico sobre inteligência artificial ou explicações relevantes.",0.05,entretenimento,comercial,neutra
4c986a8c-bd5e-4a62-ad10-3348be461508,zMwDphvpnAQ,superficial,0.95,2025-06-21 18:19:28.649148+00,"Vídeo curto e humorístico com tema IA, conteúdo leve e focado em entretenimento sem profundidade técnica.",0.1,entretenimento,nenhuma,neutra
4ca28568-9c8d-42c7-860a-c0a178cf9ff0,5ZMZ1f3-Z9U,clickbait,0.90,2025-06-21 19:57:31.905027+00,"Título chamativo e curta duração indicam foco em atração, pouco aprofundamento técnico real do conteúdo.",0.2,informativo,comercial,sensacionalista
4cca8607-7876-4a0c-a252-a18c2ff3e48f,fXn1qhtkfsA,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo curto, com temática leve e entretenimento, pouca profundidade técnica sobre inteligência artificial aplicada em personagens.",0.2,entretenimento,nenhuma,neutra
4d079ec1-6f79-4948-b16a-1d33fa28fa47,gfDX4tmI3vk,híbrido,0.90,2025-06-21 17:23:10.644609+00,Vídeo mistura análise técnica com opiniões e sensacionalismo moderado sobre DeepSeek e disputas geopolíticas de IA.,0.65,informativo,opinativo,neutra
4d28535b-e971-4301-a30d-b6ab34515925,AaJWCGbL8xs,clickbait,0.95,2025-06-21 18:19:28.649148+00,"Vídeo curto, título emocional com emojis, alta visualização, conteúdo superficial e chamativo, sem aprofundamento técnico.",0.05,entretenimento,nenhuma,sensacionalista
4dbcc8a7-d293-4763-a076-5f4984323b12,Wbp7im_fYz0,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo curto com abordagem pessoal e motivacional sobre IA, sem aprofundamento técnico nem detalhes complexos.",0.15,motivacional,entretenimento,neutra
4ddbc8c7-1dd7-4095-99d7-19b36fce63d3,_qVNr-M0FqI,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo jornalístico aborda competição entre China e EUA em IA de forma acessível, sem detalhes técnicos aprofundados.",0.3,informativo,nenhuma,neutra
4de9672d-034e-401d-9238-f065c0c9e131,8WjcaBihr-k,conteúdo técnico,0.90,2025-06-21 18:22:15.001132+00,"Vídeo curto com foco específico em SciML, aborda conceitos técnicos de machine learning aplicados à física.",0.85,educacional,informativo,neutra
4df81649-6cae-414a-ad30-384beb3f0ddb,663WWYnTBmg,clickbait,0.95,2025-06-21 17:13:41.778757+00,"Título e descrição focam em ganhos rápidos e monetização, linguagem sensacionalista, baixo conteúdo técnico, forte apelo comercial.",0.15,comercial,motivacional,sensacionalista
4e13541f-8c18-4b0f-b3e4-61c9c90d9bd9,y2hg8zb0f0Y,superficial,0.95,2025-06-21 18:19:28.649148+00,"Vídeo curto, voltado ao entretenimento familiar, sem conteúdo técnico ou aprofundamento sobre IA.",0.1,entretenimento,nenhuma,neutra
4e4084d9-5212-4b8a-9104-a83caf67718b,Sto5bShmMn0,superficial,0.95,2025-06-21 19:57:31.905027+00,"Vídeo com humor e memes de IA, baixa profundidade técnica e foco no entretenimento leve e divertido.",0.1,entretenimento,nenhuma,neutra
4e4e004e-90f6-459e-b281-425937e4a697,9mTCXs8iVjw,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Título sugere chamar atenção exagerada sobre ganhos de YouTube Shorts, com pouca profundidade técnica e foco em visualizações.",0.1,informativo,entretenimento,sensacionalista
4e7ebce1-18b3-4667-892d-0a7871270036,mbkKNo3SYTw,híbrido,0.90,2025-06-21 18:22:15.001132+00,"Vídeo combina análise crítica com tom sensacionalista, focando nos riscos da IA para empregos e fundamentos em fatos.",0.6,alerta/risco,informativo,sensacionalista
4e7ee227-c835-4a6b-b442-795fa5502b55,NRBpxNMDt-M,híbrido,0.90,2025-06-21 17:13:41.778757+00,"Relato sensacionalista sobre riscos da IA com detalhes narrativos e pouco aprofundamento técnico, misturando alerta e documentário.",0.3,alerta/risco,documental,sensacionalista
4e9106d5-5ef1-40d2-b581-26a993b94e29,frHSwKBV6Ug,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo curto, humorístico e com linguagem leve, não aprofunda conteúdo técnico de inteligência artificial.",0.1,entretenimento,nenhuma,neutra
4e9e4c13-6056-428a-8433-1e2abdc4d64b,wn2oW1Mm1gI,híbrido,0.90,2025-06-21 19:57:31.905027+00,"Vídeo apresenta conteúdo técnico e indicações comerciais, com foco em livros e cursos para aprendizado em IA e programação.",0.75,educacional,comercial,neutra
4ee628fa-e1b3-47b3-aa48-38f78cac013d,LPZh9BOjkQs,conteúdo técnico,0.95,2025-06-21 17:23:10.644609+00,"Vídeo detalhado e técnico explicando large language models com apoio acadêmico e educativo, focado em compreensão aprofundada.",0.9,educacional,informativo,acadêmica
4f6b6a38-dc68-4a02-bb61-93ddb97d4911,giT0ytynSqg,híbrido,0.90,2025-06-21 18:22:15.001132+00,"Vídeo mistura informações técnicas e alarmismo sobre riscos graves e futuros da IA por Geoffrey Hinton, fundindo alerta e conteúdo profundado.",0.7,alerta/risco,informativo,alarmista
4f8440a1-addd-40eb-9497-82662eca3b27,xOfax3H3O00,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Vídeo combina dicas práticas detalhadas com promoção clara de cursos, apresentando conteúdo técnico e objetivo comercial secundário.",0.7,educacional,comercial,neutra
4f91584b-5f02-49e0-95d3-60f72b570414,te379qlP6p0,superficial,0.95,2025-06-21 17:13:41.778757+00,"Vídeo curto de comédia com pouco conteúdo técnico, foco em entretenimento e humor relacionado à IA.",0.1,entretenimento,nenhuma,neutra
4fc80d15-9821-4125-8902-4eee4fb186b1,63rBStmovfk,superficial,0.60,2025-06-21 16:54:07.829199+00,"Vídeo sobre experimento de ganhar dinheiro com IA, abordando diferentes métodos, mas com enfoque superficial e entretenimento.",0.4,entretenimento,nenhuma,neutra
4fca9dc4-31ac-479e-93a5-951f0a6cb76f,7vbjac3JXyE,superficial,0.60,2025-06-21 16:54:07.829199+00,"Vídeo sensacionalista, focado em impressionar e gerar curiosidade, com baixo valor técnico.",0.2,entretenimento,nenhuma,sensacionalista
506d3090-524c-4580-b754-8c60fad4a604,Frk5IdbnSBg,conteúdo técnico,0.90,2025-06-21 16:54:07.829199+00,"Curso introdutório sobre Aprendizado de Máquina, bem estruturado e educativo para iniciantes interessados em Inteligência Artificial.",0.8,educacional,nenhuma,neutra
50de59cc-9751-427b-959a-9c331940bc24,LpirXEHrvsA,híbrido,0.88,2025-06-21 18:22:15.001132+00,"Discussão equilibrada entre aspectos espirituais e tecnológicos da IA, com abordagem reflexiva e moderado detalhamento técnico.",0.55,opinativo,educacional,neutra
50e342fd-c2ad-4c26-8800-2778df924362,5HWKzzo0AeI,híbrido,0.88,2025-06-21 18:19:28.649148+00,"Vídeo combina orientação prática sobre carreira com links patrocinados, trazendo educação com viés comercial de forma direta e equilibrada.",0.65,educacional,comercial,neutra
51a78939-2ec2-4648-9518-a9f68a650989,tYX7oIPYv1c,superficial,0.85,2025-06-21 17:13:41.778757+00,"Discussão sobre impacto da IA no trabalho é geral e opinativa, sem aprofundar aspectos técnicos ou científicos detalhados.",0.25,alerta/risco,informativo,neutra
5237ad69-a677-47dc-94be-44341d3c0349,d_jJrs20CBE,clickbait,0.95,2025-06-21 18:19:28.649148+00,"Título e formato curto indicam conteúdo humorístico e viral, sem profundidade técnica sobre IA.",0.1,entretenimento,nenhuma,sensacionalista
523dd74b-8882-4b82-baf9-be9a39bc6143,DjzwzHFeC6E,superficial,0.90,2025-06-21 18:19:28.649148+00,"Conteúdo rápido e simplificado, apresenta passos básicos para vaga em machine learning, sem aprofundar conceitos técnicos complexos.",0.3,educacional,informativo,neutra
524f72d6-35ba-4d42-ab33-dd178c8b2659,6IKh-zxYSUE,superficial,0.85,2025-06-21 18:19:28.649148+00,"Vídeo alerta sobre IA ameaçando empregos, com pouca profundidade técnica e tom sensacionalista para atrair atenção.",0.25,alerta/risco,informativo,alarmista
526aaa6c-71f6-413f-a59c-da9cf9c23b29,qneJSgXe9Ck,clickbait,0.95,2025-06-21 17:23:10.644609+00,"Vídeo foca em promessa rápida de riqueza usando IA, com pouca profundidade técnica e linguagem apelativa e motivacional.",0.1,motivacional,comercial,sensacionalista
528d5f1b-52ce-4716-b2af-f2a03c7e7ed1,fcxhNUyNOf8,superficial,0.60,2025-06-21 16:54:07.829199+00,Conteúdo informativo sobre IA de forma superficial e com viés de entretenimento.,0.2,entretenimento,nenhuma,neutra
52b920d1-39e8-484b-8660-3b251b2008fd,ajkxCATw-uM,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo curto com título especulativo, sem detalhes técnicos, voltado para informar de forma simples sobre IA em 2050.",0.1,informativo,nenhuma,neutra
53b7e64f-463d-44bb-a58c-8fd301670642,IWmYR4SzmJw,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Promove ganho financeiro usando IA com linguagem apelativa, pouco aprofundamento técnico, foco em lucro e fácil produção de conteúdo.",0.2,comercial,educacional,sensacionalista
53db794a-4d68-4b3e-b390-8606798ac55e,VhDs1wNYffc,clickbait,0.95,2025-06-21 18:19:28.649148+00,"Título e descrição sensacionalistas com pouco conteúdo técnico, foco em atrair cliques e visualizações rapidamente.",0.1,entretenimento,nenhuma,sensacionalista
541e8ffa-0fdc-4344-a78b-07f2ea41a0f9,lAN6ZztWv3c,híbrido,0.90,2025-06-21 17:13:41.778757+00,"Apresenta várias ferramentas de IA com explicações funcionais, misturando informação prática e técnica em nível acessível para usuários gerais.",0.7,educacional,informativo,neutra
54252a68-d711-407c-a336-538ec6526c56,JE2oF9BI7Ks,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título sensacionalista e curto, busca atrair cliques com promessa exagerada e pouco conteúdo técnico real.",0.1,entretenimento,informativo,sensacionalista
54321e98-3b29-4268-8836-26475a39c8b1,WPI2-GlImKk,superficial,0.95,2025-06-21 17:13:41.778757+00,"Vídeo infantil com temática de IA, focado em entretenimento, sem conteúdo técnico aprofundado ou análise detalhada.",0.1,entretenimento,nenhuma,neutra
544c5e51-cac4-4725-ba12-65940f80b6b7,uEFZrYgqMEM,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo curto, focado em diversão com edição AI, sem profundidade técnica ou conteúdo informativo relevante.",0.1,entretenimento,nenhuma,neutra
54a21ab0-d414-47e3-8e5d-9a9d9ba3f4ef,L4xIFhMnGic,híbrido,0.85,2025-06-21 18:10:32.310408+00,"Vídeo apresenta explicações técnicas práticas com linguagem acessível e elementos de entretenimento, mostrando automações inovadoras em IA aplicada a tarefas.",0.75,educacional,informativo,neutra
5502e3cc-363b-4225-b273-a5ac526ae263,VZvuYHKO2NQ,clickbait,0.95,2025-06-21 17:23:10.644609+00,"Título e conteúdo curto indicam apelo emocional e viral, focado em entretenimento com pouca profundidade técnica.",0.1,entretenimento,nenhuma,sensacionalista
55b6fbc7-6e1e-4892-90b3-efd15f966b48,nJru0cQDDPA,híbrido,0.85,2025-06-21 17:13:41.778757+00,"Explica a aplicação da IA na educação com detalhes e questões críticas, sem aprofundar excessivamente em aspectos técnicos avançados.",0.65,educacional,informativo,neutra
560920e7-f2d0-4857-94fb-896f420094e5,Lgqptgijqvo,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo aborda conceitos básicos de IA para iniciantes, com informações generalistas e linguagem acessível, sem aprofundar tecnicidades complexas.",0.4,educacional,informativo,neutra
5635da13-1c41-4274-a9f9-e596871ec9dd,jbYt56RHepA,superficial,0.85,2025-06-21 17:13:41.778757+00,"Vídeo apresenta informação geral sobre uso de IA em empresas, sem aprofundar tecnicamente ou detalhar métodos específicos.",0.25,informativo,documental,neutra
5680f049-0448-472e-8907-36c6343211ea,jL8CCuSmQi4,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título e descrição apelam para choque e urgência, com baixo detalhamento técnico e tom sensacionalista para atrair visualizações.",0.25,alerta/risco,informativo,sensacionalista
56845403-5452-47f2-bd90-1fd7abf8d43c,NtKrmMiIz0A,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo aborda crescimento e habilidades em IA com foco motivacional e informativo, pouco detalhamento técnico ou aprofundamento específico.",0.35,educacional,informativo,neutra
568e6fab-cd33-4c6a-9c94-287171aab7f9,x8vvWj8-nRM,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Vídeo curto com temas variados e tags virais, foco em visualizações e entretenimento, baixa profundidade técnica e linguagem sensacionalista.",0.1,entretenimento,nenhuma,sensacionalista
56be9999-f174-44f4-87a6-af23bbe9c227,i6xsFg6LVrc,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Vídeo foca em entretenimento e sensacionalismo com temática de IA, pouca profundidade técnica e apelo emocional exagerado.",0.2,entretenimento,alerta/risco,sensacionalista
56df9e10-0af4-4ee9-8afb-7e1e27228b36,liUPfuS6xnU,clickbait,0.95,2025-06-21 18:10:32.310408+00,"Título sensacionalista e curta duração indicam foco em audiência rápida e viral, sem conteúdo técnico ou aprofundado.",0.05,entretenimento,nenhuma,sensacionalista
5737e5aa-42d1-4ebf-8d96-788ec1b19f07,jSQ6Mru88y4,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Título e descrição promovem rápido sucesso financeiro com linguagem exagerada, foco em viralização e vendas, pouco conteúdo técnico.",0.1,comercial,motivacional,sensacionalista
578972df-dec5-4185-876a-ee4673ac851d,RjB7LPAKNVU,superficial,0.85,2025-06-21 19:57:31.905027+00,"Vídeo curto e popular que aborda riscos da IA de forma simples e impactante, com pouca profundidade técnica.",0.2,alerta/risco,nenhuma,sensacionalista
57913803-3240-41dc-b3ff-da9a6e4b6f30,ehkECk2KJjY,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Documentário detalhado com foco social e informativo, aborda impactos humanos na cadeia de trabalho da IA globalmente.",0.6,documental,informativo,neutra
5795ddbe-5299-4e63-bf4d-5d4339e7befb,22QGGdzmkgE,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo curto e humorístico sobre IA e Sonic, com linguagem leve e baixa profundidade técnica, focado em entreter o público.",0.1,entretenimento,nenhuma,sensacionalista
57c24c9d-e3fc-4c68-99d8-6376e2815f23,-GUgBeg9Lpo,conteúdo técnico,0.90,2025-06-21 18:19:28.649148+00,"Vídeo detalhado sobre computação quântica com fontes confiáveis, explicação clara e abordagem aprofundada e educativa.",0.85,educacional,informativo,neutra
57df02df-4897-4fab-9030-99491cc828cc,HJvJQ0OH3BI,superficial,0.90,2025-06-21 18:22:15.001132+00,"Vídeo aborda demissões por IA com linguagem geral e poucos detalhes técnicos, focando no impacto e notícia do tema.",0.3,informativo,educacional,neutra
584ed569-76d7-43b2-8b82-c020947b05a2,jZR4gQv84XM,superficial,0.90,2025-06-21 19:57:31.905027+00,"Vídeo curto e popular, provavelmente leve e voltado ao entretenimento sobre IA, sem aprofundamento técnico.",0.1,entretenimento,nenhuma,neutra
58d89022-a364-4165-b3d8-3fc0ae3d642d,7DYUM9T7FF4,híbrido,0.87,2025-06-21 19:57:31.905027+00,"Conteúdo mistura atualidades técnicas com divulgação comercial e vendas, trazendo aprofundamento moderado e foco em mercado e tecnologia.",0.75,informativo,comercial,neutra
58e271fd-c2bd-4f71-9068-0c9abbc3baa4,0qhTRQwIHIE,híbrido,0.85,2025-06-21 17:23:10.644609+00,Vídeo mistura explicações e opinião otimista sobre AGI com linguagem acessível e certa especulação futurista.,0.55,opinativo,informativo,neutra
58e95268-2aaa-4e8d-b510-efb2d17097fa,cjQEGt1ZSEY,clickbait,0.95,2025-06-21 18:19:28.649148+00,"Título e descrição sensacionalistas, conteúdo trivial de vídeo curto viral sem aprofundamento técnico.",0.05,entretenimento,nenhuma,sensacionalista
592051bf-9e8e-4406-8795-65a7364a0835,yNc8qGaNejo,híbrido,0.85,2025-06-21 18:19:28.649148+00,"Discussão ética e técnica sobre IA na medicina com especialistas, equilibrando informação e debate crítico para o público geral.",0.65,informativo,opinativo,neutra
5932583d-b773-4bba-b5f3-024b28f928af,AfgAEIK9F8c,híbrido,0.88,2025-06-21 17:23:10.644609+00,"Vídeo combina análise técnica com intenção comercial clara, abordando riscos da IA de forma acessível e envolvente.",0.65,informativo,comercial,neutra
5969d653-d527-47c7-8dc1-d17283e9427f,2CMqY6vBKZ4,clickbait,0.90,2025-06-21 18:22:15.001132+00,"Vídeo curto com tom humorístico e apelativo, sem profundidade técnica, focado em entreter e atrair visualizações rapidamente.",0.1,entretenimento,nenhuma,sensacionalista
5987c384-3a01-4cb5-83ed-20a720cd1b93,sTkdrHX4U3c,superficial,0.95,2025-06-21 20:13:13.917451+00,"Vídeo humorístico com IA, sem aprofundamento técnico, foca em memes e risadas, conteúdo leve e descontraído.",0.1,entretenimento,nenhuma,neutra
59988bee-1619-4b2d-8a06-d11c9fe1f81e,mbjwf8TeNYI,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Vídeo curto e chamativo com título instigante, provável uso de inteligência artificial para entretenimento superficial.",0.1,entretenimento,nenhuma,sensacionalista
59ca1797-c0c3-4baf-9044-4133d5d70a01,2ONszBkagOk,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo curto mostrando tribo africana construindo abrigo, sem aprofundamento técnico, foco em visual e curiosidade rápida.",0.1,entretenimento,informativo,neutra
59f01b3f-86ca-488d-9243-470667bac77d,IKfTiHC8W5w,híbrido,0.90,2025-06-21 18:10:32.310408+00,"Aborda avanços técnicos e riscos da IA militar com detalhes e contexto geopolítico, equilibrando informação e alerta.",0.75,informativo,alerta/risco,neutra
5a41c7f1-a73f-4ede-bd41-0f0db1341baa,FmNTBk5CPp8,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Título e descrição focam em ganhos fáceis, linguagem apelativa e pouca profundidade técnica sobre IA ou negócios.",0.1,comercial,motivacional,sensacionalista
5a5fd908-fcad-4991-9e17-cc9c427bd068,BGhGDmD-Tvc,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Vídeo usa título apelativo para atrair clique, foca em renda extra com IA, conteúdo pouco técnico e linguagem motivacional.",0.25,comercial,motivacional,sensacionalista
5a66cd41-5e3c-4a8d-a457-0fce505b2ff0,Y7Kc6fhZj8k,conteúdo técnico,0.90,2025-06-21 18:10:32.310408+00,"Vídeo detalha questões e dicas para exame técnico, focado em machine learning, com conteúdo objetivo e voltado para estudantes.",0.85,educacional,informativo,neutra
5a75a140-4093-4c91-aacb-c9cee68877de,KSJvUIgLfwY,híbrido,0.85,2025-06-21 17:23:10.644609+00,Vídeo mistura explicações técnicas com linguagem exagerada e apelo sensacionalista para atrair visualizações sobre inteligência artificial.,0.55,educacional,informativo,sensacionalista
5a998475-3a93-445e-b4f5-e81c4bf8504c,LcqEbSuHl5I,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Foco em ganhos financeiros com IA, linguagem impactante e pouca profundidade técnica, típico de conteúdo que atrai visualizações pelo título.",0.1,comercial,motivacional,sensacionalista
5ad5573a-eb66-40aa-97fa-eb618ef289be,oCP5PPz4ENE,híbrido,0.90,2025-06-21 18:19:28.649148+00,"Vídeo mistura análise crítica com denúncia de desinformação em IA, mas com linguagem sensacionalista e pouca profundidade técnica.",0.4,alerta/risco,informativo,sensacionalista
5afff9bf-6deb-4ebd-89ec-9ff5e7eae3cb,buN47dE3C6A,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo curto, sem informações técnicas, foca em arte de IA para entretenimento, sem aprofundamento ou análise detalhada.",0.1,entretenimento,nenhuma,neutra
5b3b5e48-9ad7-4c9d-b2ef-70891512f15e,hMkIqa_5nF8,superficial,0.85,2025-06-21 19:57:31.905027+00,"Vídeo curto que aborda mudanças da IA de forma geral, sem aprofundar tecnicamente no tema tratado.",0.3,educacional,informativo,neutra
